,semester,college,department,course_id,course_code,memo,name,chinese_name,limit,reg_num,time,credit,hours,lecturer, type,type
1309,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910418,SESE00130,,"History and Leadership
",歷史與領導,Unlimited,-,R67-,2,2,系統工程,,Elective
1310,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910419,SESE00016,,"International Relations
",國際關係,Unlimited,-,R34-,2,2,系統工程,,Elective
1311,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910420,SESE00016,,"International Relations
",國際關係,Unlimited,-,R12-,2,2,系統工程,,Elective
1312,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910421,SESE00046,,"Modern Politics Thoughe
",當代政治思潮,Unlimited,-,F12-,2,2,系統工程,,Elective
1313,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910422,SESE00046,,"Modern Politics Thoughe
",當代政治思潮,Unlimited,-,F34-,2,2,系統工程,,Elective
1314,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910423,SESE00055,,"Financial Management
",財務管理 ,Unlimited,-,T67-,2,2,系統工程,,Elective
1315,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910424,SESE00055,,"Financial Management
",財務管理 ,Unlimited,-,T89-,2,2,系統工程,,Elective
1316,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910425,SESE00055,,"Financial Management
",財務管理 ,Unlimited,-,F12-,2,2,系統工程,,Elective
1317,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910426,SESE00055,,"Financial Management
",財務管理 ,Unlimited,-,F34-,2,2,系統工程,,Elective
1318,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910427,SESE00008,,"Crisis Management
",危機管理,Unlimited,-,M34-,2,2,系統工程,,Elective
1319,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910428,SESE00122,,"Introduction to Kinematics
",運動科學概論,Unlimited,-,M34-,2,2,系統工程,,Elective
1320,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910429,SESE00124,,"Fitness and Health
",體適能與健康,Unlimited,-,R67-,2,2,系統工程,,Elective
1321,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910430,SESE00019,,"Practical English
",實用英文  ,Unlimited,-,R67-,2,2,系統工程,,Elective
1322,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910431,SESE00054,,"English Composition
",英文寫作,Unlimited,-,T89-,2,2,系統工程,,Elective
1323,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910432,SESE00034,,"japanese(I)
",日文(一) ,Unlimited,-,F12-,2,2,系統工程,,Elective
1324,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910433,SESE00034,,"japanese(I)
",日文(一) ,Unlimited,-,F34-,2,2,系統工程,,Elective
1325,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910434,SESE00041,,"French(1)
",法文(一)  ,Unlimited,-,R12-,2,2,系統工程,,Elective
1326,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910435,SESE00041,,"French(1)
",法文(一)  ,Unlimited,-,R34-,2,2,系統工程,,Elective
1327,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910436,SESE00028,,"German(1)
",德文(一)  ,Unlimited,-,T67-,2,2,系統工程,,Elective
1328,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910437,SESE10231,,"Engineering Mathematics(2)
",工程數學(2),Unlimited,-,T234-,3,3,郭心怡、楊順欽,,Required
1329,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910438,SESE20230,,"System Security Practice(4)
",系統安全專題實作(4),Unlimited,-,M567-,1,3,賴泰宏,,Required
1330,111 Spring Semester,Faculty of System Engineering,SET(Undergraduate Degree Program of System Engineering and Technology),910439,SESE10162,,"Computer Aided Drawing
",電腦輔助製圖,Unlimited,-,W89-,1,2,系統工程,,Required
1331,,College of Computer Science,DCP(Department of Computer Science),,,,,,,,,,,,,
1332,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515600,CSCS00001,,"Service Learning I
",服務學習(一),218,-,,0,1,黃敬群,,Required
1333,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515601,CSCS00003,,"Career Planning and Mentor of Hours
",生涯規劃及導師時間,218,-,"W78-EC114[GF],W78-EC122[GF],W78-EDB27[GF]",0,2,張永儒,,Required
1334,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515602,CSCS10018,,"Computer Science and Engineering Projects (I)
ENG",資訊工程專題(一),0,-,,2,2,資工系,,Required
1335,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515603,CSCS10002,,"Basic Programming
",基礎程式設計,Unlimited,-,,0,3,林政寬、洪瑞鴻、黃寗琪,,Required
1336,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515604,CSCS10019,,"Computer Science and Engineering Projects (II)
ENG",資訊工程專題(二),Unlimited,-,,2,2,邱維辰,,Required
1337,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515605,CSCS20006,,"Artificial Intelligence Capstone
ENG",人工智慧總整與實作,100,-,M56-EDB27[GF],3,3,王才沛,,Elective
1338,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515606,CSCS10008,,"Introduction to Formal Language
",正規語言概論,120,-,T34-ED117[GF],3,3,陳穎平,,Elective
1339,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515607,CSCS20015,,"Introduction to Cryptography
",密碼學概論,130,-,F56-ED117[GF],3,3,易志偉,,Elective
1340,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515608,CSCS10017,,"Signals and Systems
",訊號與系統,50,-,M34-EC016[GF],3,3,蕭子健,,Elective
1341,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515609,CSCS20054,,"Embedded Systems Capstone
",嵌入式系統總整與實作,60,-,F56-EC222[GF],3,3,曾煜棋、吳昆儒,,Elective
1342,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515610,CSCS20028,,"Design and Implementation of IOT Applications
",物聯網應用設計與實作,120,-,T56-EC015[GF],3,3,林一平、林勻蔚、蔡文能,,Elective
1343,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515611,CSCS20042,,"Computer Network Administration
",計算機網路管理,100,-,Rabc-EC114[GF],3,3,曾建超、王則涵、曾亮齊,,Elective
1344,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515612,CSCS20035,,"Combinatorial Mathematics
ENG",組合數學,60,-,Mab-EC122[GF],3,3,高孟駿,,Elective
1345,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515613,CSCS20037,,"Statistics
ENG",統計學,60,-,R56-EC022[GF],3,3,曾意儒,,Elective
1346,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515614,CSCS20046,,"Introduction to Software Engineering
",軟體工程概論,60,-,T567-ED102[GF],3,3,王豐堅,,Elective
1347,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515615,CSCS20018,,"Differential Equations
ENG",微分方程,60,-,M7R34-ED302[GF],3,3,黃世強,,Elective
1348,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515616,CSCS20049,,"Computer Security Capstone
ENG",電腦安全總整與實作,60,-,M34-EC114[GF],3,3,李奇育,,Elective
1349,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515617,CSCS20053,,"The applications of algorithms on routing problems
",演算法在繞線問題的實務應用,60,-,M34-ED102[GF],3,3,李毅郎,,Elective
1350,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515618,CSCS20040,,"Network Systems Capstone
",網路系統總整與實作,51,-,T34-ED202[GF],3,3,王協源,,Elective
1351,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515619,CSCS20038,,"Network Planning and Management Practices
",網路規劃與管理實務,50,-,"R34n-EC315[GF],R34n-EC316[GF],R34n-EC324[GF]",3,3,曾建超,,Elective
1352,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515620,CSCS20022,,"Intro. to Digital Signal Processing
",數位訊號處理概論,60,-,T34-EC122[GF],3,3,莊仁輝,,Elective
1353,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515621,CSCS20031,,"Competitive Programming(I)
",競技程式設計(一),96,-,Fabc-EC115[GF],3,3,謝旻錚,,Elective
1354,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515622,CSCS10022,,"Introduction to Database Systems
",資料庫系統概論,100,-,F34-EC015[GF],3,3,彭文志,,Elective
1355,111 Spring Semester,College of Computer Science,DCP(Department of Computer Science),515623,CSCS10029,,"Biomedical Informatics Cross-Disciplinary Projects (II)
",生醫資訊跨領域專題(二),0,-,,2,2,資工系,,Required
1356,,College Of Engineering,DCV(Department of Civil Engineering),,,,,,,,,,,,,
1357,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516200,ENCV20015,,"Mentor's Hours
",導師時間,Unlimited,-,W78-EB117[GF],0,2,土木系,,Elective
1358,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516201,ENCV00001,,"Service Learning II
",服務學習 (二),Unlimited,-,W9a-EB117[GF],0,2,張智安,,Required
1359,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516202,ENCV10021,,"Physics Lab. (II)
",物理實驗（二）,56,-,F234-SA014[GF],1,3,劉宗哲,,Required
1360,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516203,ENCV10021,,"Physics Lab. (II)
ENG",物理實驗（二）,56,-,F234-SA014[GF],1,3,劉宗哲,,Required
1361,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516204,ENCV20007,,"Chemistry (II)
DL",化學( 二 ),50,-,W12-SC109[GF],3,3,李大偉,,Elective
1362,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516205,ENCV10008,,"Engineering Materials Lab.
",工程材料實驗,55,-,Rabc-EB115[GF],1,3,袁宇秉,,Required
1363,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516206,ENCV10008,,"Engineering Materials Lab.
ENG",工程材料實驗,55,-,Tabc-EB115[GF],1,3,袁宇秉,,Required
1364,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516207,ENCV10018,,"Surveying (I)
",測量學（一）,55,-,M56-EB118[GF],2,2,張智安,,Required
1365,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516208,ENCV10018,,"Surveying (I)
ENG",測量學（一）,55,-,M56-EB115[GF],2,2,黃金維,,Required
1366,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516209,ENCV10019,,"Surveying Practice (I)
",測量實習（一）,55,-,Rn56-EB118[GF],1,3,黃金維,,Required
1367,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516210,ENCV10019,,"Surveying Practice (I)
ENG",測量實習（一）,55,-,Wn56-EB115[GF],1,3,張智安,,Required
1368,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516211,ENCV10025,,"Engineering Graphics (II)
",工程圖學(二),60,-,Mabc-CS-PC4[GF],1,3,莊子毅,,Required
1369,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516212,ENCV10025,,"Engineering Graphics (II)
ENG",工程圖學(二),50,-,Rabc-CS-PC2[GF],1,3,莊子毅,,Required
1370,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516213,ENCV10010,,"Engineering Mathematics(II)
",工程數學(二),45,-,T234-EB118[GF],3,3,石棟鑫,,Required
1371,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516214,ENCV10010,,"Engineering Mathematics(II)
ENG",工程數學(二),45,-,T234-EB227[GF],3,3,郭心怡,,Required
1372,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516215,ENCV10022,,"Theory of Structures (I)
",結構學（一）,45,-,T56F2-EB115[GF],3,3,黃炯憲,,Required
1373,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516216,ENCV10022,,"Theory of Structures (I)
ENG",結構學（一）,45,-,T56-EB108[GF],3,3,林其穎,,Required
1374,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516217,ENCV10002,,"Soil Mechanics
",土壤力學,45,-,M56R2-EB117[GF],3,3,單信瑜,,Required
1375,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516218,ENCV10002,,"Soil Mechanics
ENG",土壤力學,45,-,M56R2-EB108[GF],3,3,黃郁惟,,Required
1376,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516219,ENCV10003,,"Soil Mechanics Lab.
",土壤力學實驗,45,-,"TabWa-EB108[GF],Mn-EB117[GF]",1,3,翁孟嘉,,Required
1377,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516220,ENCV10003,,"Soil Mechanics Lab.
ENG",土壤力學實驗,45,-,"WbRab-EB108[GF],Mn-EB117[GF]",1,3,翁孟嘉,,Required
1378,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516221,ENCV10016,,"Fluid Mechanics
",流體力學,45,-,W234-EB107[GF],3,3,于弋翔,,Required
1379,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516222,ENCV10016,,"Fluid Mechanics
ENG",流體力學,45,-,W234-EB118[GF],3,3,趙韋安,,Required
1380,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516223,ENCV20002,,"Global Positioning System
[CCS,COS,CHS,CHK] GECIDAST",全球定位系統概論,100,-,F567-EB117[GF],3,3,王成機,,Elective
1381,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516224,ENCV10006,,"Engineering Geology
ENG",工程地質學,70,-,M34-EB115[GF],3,3,羅佳明,,Required
1382,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516225,ENCV10014,,"Hydraulic Engineering
",水利工程,45,-,R34-EB118[GF],3,3,張良正,,Elective
1383,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516226,ENCV10014,,"Hydraulic Engineering
ENG",水利工程,45,-,R34-EB107[GF],3,3,石棟鑫,,Elective
1384,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516227,ENCV20037,,"Civil Engineering Capstone Project
",土木工程實作專題,25,-,F234-EA101[GF],3,3,楊尊華,,Required
1385,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516228,ENCV20037,,"Civil Engineering Capstone Project
",土木工程實作專題,25,-,F234-EB402[GF],3,3,袁宇秉,,Required
1386,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516229,ENCV20037,,"Civil Engineering Capstone Project
",土木工程實作專題,25,-,F234-EB403[GF],3,3,翁孟嘉,,Required
1387,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516230,ENCV10024,,"Reinforced Concrete
",鋼筋混凝土學,80,-,T78R2-EB118[GF],3,3,林子剛,,Required
1388,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516232,ENCV10011,,"Engineering Economics
FCQR[ECE,CCS] GECI",工程經濟學,45,-,F34-EB117[GF],3,3,黃玉霖,,Required
1389,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516233,ENCV10011,,"Engineering Economics
FCQR[ECE,CCS] GECIENG",工程經濟學,45,-,F34-EB227[GF],3,3,王維志,,Required
1390,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516234,ENCV20034,,"Design of Steel Structures
",鋼結構設計,50,-,M56-EB107[GF],3,3,陳垂欣,,Elective
1391,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516235,ENCV20025,,"Numerical Methods
",數值方法,40,-,M567-CS-PC3[GF],3,3,蔡宗哲,,Elective
1392,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516236,ENCV20009,,"Independent Study(II)
",土木專題討論（二）,Unlimited,-,,3,3,土木系,,Elective
1393,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516237,ENCV20027,,"Field Practice
",校外實習,Unlimited,-,,6,6,楊尊華,,Elective
1394,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516238,ENCV20038,,"Surveying and Geospatial Information Technology in Engineering Applications
",空間資訊繪測技術於工程之應用,50,-,W4R56-EB108[GF],3,3,莊子毅,,Elective
1395,111 Spring Semester,College Of Engineering,DCV(Department of Civil Engineering),516239,ENCV20035,,"Computer Application in Construction Management
",電腦應用於營建管理,40,-,T234-EB108[GF],3,3,曾仁杰,,Elective
1396,,College Of Engineering,DMA(Department of Materials Science and Engineering),,,,,,,,,,,,,
1397,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516200,ENCV20015,,"Mentor's Hours
",導師時間,Unlimited,-,W78-EB117[GF],0,2,土木系,,Elective
1398,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516201,ENCV00001,,"Service Learning II
",服務學習 (二),Unlimited,-,W9a-EB117[GF],0,2,張智安,,Required
1399,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516202,ENCV10021,,"Physics Lab. (II)
",物理實驗（二）,56,-,F234-SA014[GF],1,3,劉宗哲,,Required
1400,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516203,ENCV10021,,"Physics Lab. (II)
ENG",物理實驗（二）,56,-,F234-SA014[GF],1,3,劉宗哲,,Required
1401,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516204,ENCV20007,,"Chemistry (II)
DL",化學( 二 ),50,-,W12-SC109[GF],3,3,李大偉,,Elective
1402,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516205,ENCV10008,,"Engineering Materials Lab.
",工程材料實驗,55,-,Rabc-EB115[GF],1,3,袁宇秉,,Required
1403,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516206,ENCV10008,,"Engineering Materials Lab.
ENG",工程材料實驗,55,-,Tabc-EB115[GF],1,3,袁宇秉,,Required
1404,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516207,ENCV10018,,"Surveying (I)
",測量學（一）,55,-,M56-EB118[GF],2,2,張智安,,Required
1405,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516208,ENCV10018,,"Surveying (I)
ENG",測量學（一）,55,-,M56-EB115[GF],2,2,黃金維,,Required
1406,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516209,ENCV10019,,"Surveying Practice (I)
",測量實習（一）,55,-,Rn56-EB118[GF],1,3,黃金維,,Required
1407,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516210,ENCV10019,,"Surveying Practice (I)
ENG",測量實習（一）,55,-,Wn56-EB115[GF],1,3,張智安,,Required
1408,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516211,ENCV10025,,"Engineering Graphics (II)
",工程圖學(二),60,-,Mabc-CS-PC4[GF],1,3,莊子毅,,Required
1409,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516212,ENCV10025,,"Engineering Graphics (II)
ENG",工程圖學(二),50,-,Rabc-CS-PC2[GF],1,3,莊子毅,,Required
1410,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516213,ENCV10010,,"Engineering Mathematics(II)
",工程數學(二),45,-,T234-EB118[GF],3,3,石棟鑫,,Required
1411,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516214,ENCV10010,,"Engineering Mathematics(II)
ENG",工程數學(二),45,-,T234-EB227[GF],3,3,郭心怡,,Required
1412,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516215,ENCV10022,,"Theory of Structures (I)
",結構學（一）,45,-,T56F2-EB115[GF],3,3,黃炯憲,,Required
1413,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516216,ENCV10022,,"Theory of Structures (I)
ENG",結構學（一）,45,-,T56-EB108[GF],3,3,林其穎,,Required
1414,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516217,ENCV10002,,"Soil Mechanics
",土壤力學,45,-,M56R2-EB117[GF],3,3,單信瑜,,Required
1415,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516218,ENCV10002,,"Soil Mechanics
ENG",土壤力學,45,-,M56R2-EB108[GF],3,3,黃郁惟,,Required
1416,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516219,ENCV10003,,"Soil Mechanics Lab.
",土壤力學實驗,45,-,"TabWa-EB108[GF],Mn-EB117[GF]",1,3,翁孟嘉,,Required
1417,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516220,ENCV10003,,"Soil Mechanics Lab.
ENG",土壤力學實驗,45,-,"WbRab-EB108[GF],Mn-EB117[GF]",1,3,翁孟嘉,,Required
1418,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516221,ENCV10016,,"Fluid Mechanics
",流體力學,45,-,W234-EB107[GF],3,3,于弋翔,,Required
1419,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516222,ENCV10016,,"Fluid Mechanics
ENG",流體力學,45,-,W234-EB118[GF],3,3,趙韋安,,Required
1420,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516223,ENCV20002,,"Global Positioning System
[CCS,COS,CHS,CHK] GECIDAST",全球定位系統概論,100,-,F567-EB117[GF],3,3,王成機,,Elective
1421,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516224,ENCV10006,,"Engineering Geology
ENG",工程地質學,70,-,M34-EB115[GF],3,3,羅佳明,,Required
1422,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516225,ENCV10014,,"Hydraulic Engineering
",水利工程,45,-,R34-EB118[GF],3,3,張良正,,Elective
1423,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516226,ENCV10014,,"Hydraulic Engineering
ENG",水利工程,45,-,R34-EB107[GF],3,3,石棟鑫,,Elective
1424,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516227,ENCV20037,,"Civil Engineering Capstone Project
",土木工程實作專題,25,-,F234-EA101[GF],3,3,楊尊華,,Required
1425,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516228,ENCV20037,,"Civil Engineering Capstone Project
",土木工程實作專題,25,-,F234-EB402[GF],3,3,袁宇秉,,Required
1426,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516229,ENCV20037,,"Civil Engineering Capstone Project
",土木工程實作專題,25,-,F234-EB403[GF],3,3,翁孟嘉,,Required
1427,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516230,ENCV10024,,"Reinforced Concrete
",鋼筋混凝土學,80,-,T78R2-EB118[GF],3,3,林子剛,,Required
1428,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516232,ENCV10011,,"Engineering Economics
FCQR[ECE,CCS] GECI",工程經濟學,45,-,F34-EB117[GF],3,3,黃玉霖,,Required
1429,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516233,ENCV10011,,"Engineering Economics
FCQR[ECE,CCS] GECIENG",工程經濟學,45,-,F34-EB227[GF],3,3,王維志,,Required
1430,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516234,ENCV20034,,"Design of Steel Structures
",鋼結構設計,50,-,M56-EB107[GF],3,3,陳垂欣,,Elective
1431,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516235,ENCV20025,,"Numerical Methods
",數值方法,40,-,M567-CS-PC3[GF],3,3,蔡宗哲,,Elective
1432,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516236,ENCV20009,,"Independent Study(II)
",土木專題討論（二）,Unlimited,-,,3,3,土木系,,Elective
1433,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516237,ENCV20027,,"Field Practice
",校外實習,Unlimited,-,,6,6,楊尊華,,Elective
1434,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516238,ENCV20038,,"Surveying and Geospatial Information Technology in Engineering Applications
",空間資訊繪測技術於工程之應用,50,-,W4R56-EB108[GF],3,3,莊子毅,,Elective
1435,111 Spring Semester,College Of Engineering,DMA(Department of Materials Science and Engineering),516239,ENCV20035,,"Computer Application in Construction Management
",電腦應用於營建管理,40,-,T234-EB108[GF],3,3,曾仁杰,,Elective
1436,,College Of Engineering,DME(Department of Mechanical Engineering),,,,,,,,,,,,,
1437,111 Spring Semester,College Of Engineering,DME(Department of Mechanical Engineering),516200,ENCV20015,,"Mentor's Hours
",導師時間,Unlimited,-,W78-EB117[GF],0,2,土木系,,Elective
1438,111 Spring Semester,College Of Engineering,DME(Department of Mechanical Engineering),516201,ENCV00001,,"Service Learning II
",服務學習 (二),Unlimited,-,W9a-EB117[GF],0,2,張智安,,Required
1439,111 Spring Semester,College Of Engineering,DME(Department of Mechanical Engineering),516202,ENCV10021,,"Physics Lab. (II)
",物理實驗（二）,56,-,F234-SA014[GF],1,3,劉宗哲,,Required
1440,111 Spring Semester,College Of Engineering,DME(Department of Mechanical Engineering),516203,ENCV10021,,"Physics Lab. (II)
ENG",物理實驗（二）,56,-,F234-SA014[GF],1,3,劉宗哲,,Required
1441,111 Spring Semester,College Of Engineering,DME(Department of Mechanical Engineering),516204,ENCV20007,,"Chemistry (II)
DL",化學( 二 ),50,-,W12-SC109[GF],3,3,李大偉,,Elective
1442,111 Spring Semester,College Of Engineering,DME(Department of Mechanical Engineering),516205,ENCV10008,,"Engineering Materials Lab.
",工程材料實驗,55,-,Rabc-EB115[GF],1,3,袁宇秉,,Required
1443,111 Spring Semester,College Of Engineering,DME(Department of Mechanical Engineering),516206,ENCV10008,,"Engineering Materials Lab.
ENG",工程材料實驗,55,-,Tabc-EB115[GF],1,3,袁宇秉,,Required
1444,111 Spring Semester,College Of Engineering,DME(Department of Mechanical Engineering),516207,ENCV10018,,"Surveying (I)
",測量學（一）,55,-,M56-EB118[GF],2,2,張智安,,Required
1445,111 Spring Semester,College Of Engineering,DME(Department of Mechanical Engineering),516208,ENCV10018,,"Surveying (I)
ENG",測量學（一）,55,-,M56-EB115[GF],2,2,黃金維,,Required
1446,111 Spring Semester,College Of Engineering,DME(Department of Mechanical Engineering),516209,ENCV10019,,"Surveying Practice (I)
",測量實習（一）,55,-,Rn56-EB118[GF],1,3,黃金維,,Required
1447,111 Spring Semester,College Of Engineering,DME(Department of Mechanical Engineering),516210,ENCV10019,,"Surveying Practice (I)
ENG",測量實習（一）,55,-,Wn56-EB115[GF],1,3,張智安,,Required
1448,111 Spring Semester,College Of Engineering,DME(Department of Mechanical Engineering),516211,ENCV10025,,"Engineering Graphics (II)
",工程圖學(二),60,-,Mabc-CS-PC4[GF],1,3,莊子毅,,Required
1449,111 Spring Semester,College Of Engineering,DME(Department of Mechanical Engineering),516212,ENCV10025,,"Engineering Graphics (II)
ENG",工程圖學(二),50,-,Rabc-CS-PC2[GF],1,3,莊子毅,,Required
