,semester,college,department,course_id,course_code,memo,name,chinese_name,limit,reg_num,time,credit,hours,lecturer, type,type,summary
130,111 Fall Semester,Center of General Education,Liberal Arts College,161015,GECE00170,,"Contemporary Songs and Life
Optional Liberal EducationGECLDAHA",當代歌曲與人生,33,32,T12-YT303[YM],2,2,楊芮芳,,Core curriculum,
131,111 Fall Semester,Center of General Education,Liberal Arts College,161016,GECE00168,[English Medium Course],"A New Account of Human History
Science, Technology and SocietyGECDASCENG",人類的歷史,40,1,T12-YX503[YM],2,2,霍弘毅,,Core curriculum,
132,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
133,111 Fall Semester,Center of General Education,Liberal Arts College,161017,GECE00146,,"Lao-Zi
FCLCChinese LiteratureGEC",老子導讀,20,4,T34-YX202[YM],2,2,王小滕,,Core curriculum,
134,111 Fall Semester,Center of General Education,Liberal Arts College,161018,GECE00126,,"Introduction to intellectual property right
Optional Liberal EducationGECLDACE",智慧財產權導論,30,30,T34-YT206[YM],2,2,王世仁,,Core curriculum,
135,111 Fall Semester,Center of General Education,Liberal Arts College,161019,GECE00117,,"Drama Music: Lives and Love
Optional Liberal EducationGECLDAHA",戲劇音樂：生命與愛情,30,10,T34-YX502[YM],2,2,林伶美,,Core curriculum,
136,111 Fall Semester,Center of General Education,Liberal Arts College,161020,GECE00131,,"Comparison of Eastern & Western Natural Philosophy and View of Ancient Medicine
Optional Liberal EducationGECLDAST",比較東西方自然哲學與古醫學觀,60,60,T34-YT202[YM],2,2,陳方佩,,Core curriculum,
137,111 Fall Semester,Center of General Education,Liberal Arts College,161021,GECE00129,,"Readings in Tz’u and Ch’u
Chinese LiteratureGECDAHA",歷代詞曲選,30,30,T34-YT303[YM],2,2,楊芮芳,,Core curriculum,
138,111 Fall Semester,Center of General Education,Liberal Arts College,161023,GECE00135,,"Law & Life
Optional Liberal EducationGECDACE",法律與人生,32,32,T34-YT103[YM],2,2,劉俊良,,Core curriculum,
139,111 Fall Semester,Center of General Education,Liberal Arts College,161024,GECE00117,,"Drama Music: Lives and Love
Optional Liberal EducationGECLDAHA",戲劇音樂：生命與愛情,30,28,R12-YX502[YM],2,2,林伶美,,Core curriculum,
140,111 Fall Semester,Center of General Education,Liberal Arts College,161025,GECE00127,,"State Economics, Societies and Culture in Southeast Asia
Optional Liberal EducationGECLDASC",東南亞各國經濟、社會與文化,30,29,R12-YT205[YM],2,2,林若雩,,Core curriculum,
141,111 Fall Semester,Center of General Education,Liberal Arts College,161026,GECE00173,,"World Civilization
Optional Liberal EducationGECDASC",世界文明,30,11,R12-YT104[YM],2,2,洪德先,,Core curriculum,
142,111 Fall Semester,Center of General Education,Liberal Arts College,161027,GECE00124,,"Technology and Everyday Life
Optional Liberal EducationGECLDAST",日常生活、科技與社會,30,30,R12-YT302[YM],2,2,秦先玉,,Core curriculum,
143,111 Fall Semester,Center of General Education,Liberal Arts College,161028,GECE00149,,"Introduction to Taiwan Politics
Optional Liberal EducationGECLDASC",臺灣政治概論,30,25,R12-YT206[YM],2,2,彭立忠,,Core curriculum,
144,111 Fall Semester,Center of General Education,Liberal Arts College,161029,GECE00115,,"Psychology and Life
Optional Liberal EducationFCLC",心理與生活,40,44,R12-YT202[YM],2,2,程千芳,,Core curriculum,
145,111 Fall Semester,Center of General Education,Liberal Arts College,161030,GECE00142,,"Multidisciplinary Research in Science and Philosophy: Philosophy of Molecular Biology
Optional Liberal EducationGECLDACE",科學與哲學跨領域研究：分子生物學的哲學,30,37,R12-YT304[YM],2,2,蔡有光、鄭凱元,,Core curriculum,
146,111 Fall Semester,Center of General Education,Liberal Arts College,161031,GECE00162,,"Palliative Medicine
Optional Liberal EducationGECLDAST",面對治不好的病—生命末期照顧的醫學,30,30,R12-YT103[YM],2,2,賴允亮,,Core curriculum,
147,111 Fall Semester,Center of General Education,Liberal Arts College,161032,GECE00146,,"Lao-Zi
FCLCChinese LiteratureGEC",老子導讀,20,14,R34-YX202[YM],2,2,王小滕,,Core curriculum,
148,111 Fall Semester,Center of General Education,Liberal Arts College,161033,GECE00175,[English Medium Course],"Neuroethics
Ethics and Moral thinkingGECLDACEENG",神經倫理學,40,12,R34-YT205[YM],2,2,艾力,,Core curriculum,
149,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
150,111 Fall Semester,Center of General Education,Liberal Arts College,161034,GECE00091,,"Musical Syntax and Expression
Art and CulturesGECLDAHA",音樂語言與表達,40,39,R34-YX502[YM],2,2,林伶美,,Core curriculum,
151,111 Fall Semester,Center of General Education,Liberal Arts College,161035,GECE00082,,"Morality and Human Cognition
Ethics and Moral thinkingGECLDACE",認知與道德思考,41,41,R34-YX503[YM],2,2,張立鴻,,Core curriculum,
152,111 Fall Semester,Center of General Education,Liberal Arts College,161036,GECE00184,[English Medium Course],"Philosophy of Mind and Cognition
FCCTPhilosophy and MindGECLENG",心智哲學,40,22,R34-YT206[YM],2,2,游尚愷,,Core curriculum,
153,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
154,111 Fall Semester,Center of General Education,Liberal Arts College,161037,GECE00078,,"Western Art History
Art and CulturesGECDAHA",西洋藝術史,40,15,R34-YX501[YM],2,2,黃桂瑩,,Core curriculum,
155,111 Fall Semester,Center of General Education,Liberal Arts College,161038,GECE00075,,"Economics
FCQRSociety and EconomyGEC",經濟學,60,91,R34-YT305[YM],2,2,蒲正筠、周穎政、梁立霖,,Core curriculum,
156,111 Fall Semester,Center of General Education,Liberal Arts College,161039,GECE00003,,"Chinese and Western Comparative Philosophies
FCCTPhilosophy and MindGEC",中西比較哲學,40,49,R34-YT304[YM],2,2,鄭凱元,,Core curriculum,
157,111 Fall Semester,Center of General Education,Liberal Arts College,161040,GECE00156,,"Zhuangzi
FCLCChinese LiteratureGEC",莊子導讀,20,10,R56-YX202[YM],2,2,王小滕,,Core curriculum,
158,111 Fall Semester,Center of General Education,Liberal Arts College,161041,GECE00002,,"Art of China
Art and CulturesGECDAHAENG",中國藝術,35,7,R56-YT205[YM],2,2,朱靜華,,Core curriculum,
159,111 Fall Semester,Center of General Education,Liberal Arts College,161042,GECE00185,,"Governance for Sustenbility
FCOMScience, Technology and SocietyGECL",永續治理,40,40,R56-YT202[YM],2,2,李河清,,Core curriculum,
160,111 Fall Semester,Center of General Education,Liberal Arts College,161043,GECE00057,,"A Modern History of East-asia
History and CivilizationsGECLDASC",東亞近現代史,35,8,R56-YT104[YM],2,2,嚴曉珮,,Core curriculum,
161,111 Fall Semester,Center of General Education,Liberal Arts College,161044,GECE00179,1.中央研究院人文講座課程，中國文哲研究所何乏筆研究員主持授課。2.1111學期因應疫情採行線上教學。,"Critical Thinking in the Laozi
FCCTPhilosophy and MindGEC",老子的批判思考,40,41,R56-,2,2,何乏筆,,Core curriculum,
162,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
163,111 Fall Semester,Center of General Education,Liberal Arts College,161045,GECE00182,1.中央研究院人文講座課程，近代史研究所張哲嘉副研究員主持授課。2.1111學期因應疫情採行線上教學。,"Materia Medica and Material Culture
Science, Technology and SocietyGECLDAST",本草學與物質文化,35,33,R56-,2,2,張哲嘉,,Core curriculum,
164,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
165,111 Fall Semester,Center of General Education,Liberal Arts College,161046,GECE00183,1.中央研究院人文講座課程，中國文哲研究所楊貞德副研究員主持授課。2.1111學期因應疫情採行線上教學。,"Liberty and Morality
Ethics and Moral thinkingGECDACE",自由與道德,35,36,R56-,2,2,楊貞德,,Core curriculum,
166,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
167,111 Fall Semester,Center of General Education,Liberal Arts College,161047,GECE00186,陽交大、政大、北藝大三校教務學術合作博雅教育課程,"Cross-Disciplinary GE Course： Things We Learned from Animals
FCLCEthics and Moral thinkingGECL",跨領域通識課：那些動物教我的事,35,37,"R78-EE129[GF],R78-YT305[YM]",2,2,勞維俊、郭文瑞、李怡萱、鄭凱元、俞震亞、嚴如玉、曲在雯、廖文霖、魏雋展,,Core curriculum,
168,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
169,111 Fall Semester,Center of General Education,Liberal Arts College,161048,GECE00084,1.中央研究院人文講座課程，經濟研究所黃登興研究員主持授課。2.1111學期因應疫情採行線上教學。,"Trade and World Economy
Society and EconomyGECLDASC",貿易與世界經濟,35,53,R78-,2,2,黃登興,,Core curriculum,
170,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
171,111 Fall Semester,Center of General Education,Liberal Arts College,161049,GECE00178,1.中央研究院人文講座課程，中國文哲研究所楊小濱研究員主持授課。2.1111學期因應疫情採行線上教學。,"Appreciation and Analysis of Taiwan Art Cinema
Art and CulturesGECLDAHA",臺灣藝術電影賞析,35,32,R78-,2,2,楊小濱,,Core curriculum,
172,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
173,111 Fall Semester,Center of General Education,Liberal Arts College,161050,GECE00181,1.中央研究院人文講座課程，近代史研究所潘光哲研究員主持授課。2.1111學期因應疫情採行線上教學。,"An Intellectual History of Postwar Taiwan
History and CivilizationsGECLDASC",戰後臺灣思想與人物,35,35,R78-,2,2,潘光哲,,Core curriculum,
174,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
175,111 Fall Semester,Center of General Education,Liberal Arts College,161051,GECE00164,,"Freedom and mind manipulation
FCCTPhilosophy and MindGECL",心智自由與操控,24,24,M9a-YX406[YM],2,2,林映彤,,Core curriculum,
176,111 Fall Semester,Center of General Education,Liberal Arts College,161052,GECE00123,政治大學學術合作課程，為維持教學品質，限制修課人數。同步遠距課程。上課時間16:10~18:00,"Humanities, Arts and Digital Communication
Optional Liberal EducationDAHA",數位傳播與人文藝術,30,12,M789-YT301[YM],2,2,黃葳威,,Core curriculum,
177,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
178,111 Fall Semester,Center of General Education,Liberal Arts College,161053,GECE00130,,"Readings of Selected Chinese Literature
Chinese LiteratureGECDAHA",歷代文選,35,35,M12-YT205[YM],2,2,賈元圓,,Core curriculum,
179,111 Fall Semester,Center of General Education,Liberal Arts College,161054,GECE00130,,"Readings of Selected Chinese Literature
Chinese LiteratureGECDAHA",歷代文選,30,19,M34-YT205[YM],2,2,賈元圓,,Core curriculum,
180,111 Fall Semester,Center of General Education,Liberal Arts College,161055,GECE00174,,"An Economic Analysis of Social Development
FCQRSociety and EconomyGECL",社會發展的經濟分析,0,38,M56-YX201[YM],2,2,曾憲政,,Core curriculum,
181,111 Fall Semester,Center of General Education,Liberal Arts College,161056,GECE00167,,"Selected Classical Love Poetry
Chinese LiteratureGECDAHA",古典情詩選讀,20,10,M56-YX202[YM],2,2,王小滕,,Core curriculum,
182,111 Fall Semester,Center of General Education,Liberal Arts College,161057,GECE00089,本課程為線上課程，為維持教學品質，限制修課人數。,"Logic
FCCTPhilosophy and MindGEC",邏輯學,42,46,T56-YT206[YM],2,2,劉吉宴,,Core curriculum,
183,,Center of General Education,Liberal Arts College,,,,,,,,,,,,,,
184,111 Fall Semester,Center of General Education,Liberal Arts College,161058,GECE00191,,"Introduction to Korean History and Culture
History and CivilizationsGECDASC",韓國歷史與文化導論,32,32,T56-YX503[YM],2,2,沈明珠,,Core curriculum,
185,111 Fall Semester,Center of General Education,Liberal Arts College,161059,GECE00177,,"Literacy and Competence for Future Leaders
FCOMScience, Technology and SocietyGECL",未來科技領導人的素養與思維,20,10,F34-YX202[YM],2,2,洪紹洋、徐詩偉、洪靖,,Core curriculum,
186,111 Fall Semester,Center of General Education,Liberal Arts College,161060,GECE00106,,"Introduction to Mass Communication
Optional Liberal EducationGECLDASC",大眾傳播概論,30,11,F34-YT104[YM],2,2,彭懷恩,,Core curriculum,
187,111 Fall Semester,Center of General Education,Liberal Arts College,161061,GECE00177,,"Literacy and Competence for Future Leaders
FCOMScience, Technology and SocietyGECL",未來科技領導人的素養與思維,20,19,F56-YX202[YM],2,2,洪靖、洪紹洋、徐詩偉,,Core curriculum,
188,111 Fall Semester,Center of General Education,Liberal Arts College,161062,GECE00189,,"A Critical Understanding of Management
Optional Liberal EducationFCOMGECL",翻轉管理學,30,29,F34-YX503[YM],2,2,徐詩偉,,Core curriculum,
189,111 Fall Semester,Center of General Education,Liberal Arts College,161063,GECE00121,,"Political Science
Optional Liberal EducationGECDACE",政治學,30,31,F56-YT104[YM],2,2,彭懷恩,,Core curriculum,
190,111 Fall Semester,Center of General Education,Liberal Arts College,161064,GECE00189,,"A Critical Understanding of Management
Optional Liberal EducationFCOMGECL",翻轉管理學,31,31,F56-YX503[YM],2,2,徐詩偉,,Core curriculum,
191,111 Fall Semester,Center of General Education,Liberal Arts College,161065,GECE00166,1.陽明交大、政治大學、北藝大學三校教務學術合作博雅教育課程。2.第1週~15週為線上網路直播授課。第16週、第17週採實體課程於國立臺北藝術大學。,"Theories and Practice of Music, Dance and Art Therapies: Perspectives of Art Education and Brain Science
Optional Liberal EducationGECLDASC",音樂、舞蹈與藝術治療之理論與實作：藝術教育與腦科學之觀點,50,43,F56-YT305[YM],2,2,蔡淩蕙、謝仁俊、楊佩榮,,Core curriculum,
